Country_ISO,Pays_FR,Country_EN,Region_FR,Region_EN,Ville_FR,City_EN,Population_Estimee_Ville
TG,Togo,Togo,Maritime,Maritime,Aflao,Aflao,15000
TG,Togo,Togo,Kara,Kara,Niamtougou,Niamtougou,20000
AO,Angola,Angola,Bengo,Bengo,Caxito,Caxito,50000
AO,Angola,Angola,Cuando Cubango,Cuando Cubango,Menongue,Menongue,90000
AO,Angola,Angola,Cuanza Norte,Cuanza Norte,N'dalatando,N'dalatando,380000
AO,Angola,Angola,Cuanza Sul,Cuanza Sul,Sumbe,Sumbe,50000
AO,Angola,Angola,Cunene,Cunene,Ondjiva,Ondjiva,40000
AO,Angola,Angola,Lunda Norte,Lunda Norte,Dundo,Dundo,100000
AO,Angola,Angola,Moxico,Moxico,Luena,Luena,50000
CM,Cameroun,Cameroon,Adamaoua,Adamawa,Ngaoundere,Ngaoundere,300000
CF,Republique Centrafricaine,Central African Republic,Bamingui-Bangoran,Bamingui-Bangoran,Ndele,Ndele,15000
CF,Republique Centrafricaine,Central African Republic,Basse-Kotto,Basse-Kotto,Mobaye,Mobaye,20000
CF,Republique Centrafricaine,Central African Republic,Haut-Mbomou,Haut-Mbomou,Obo,Obo,10000
CF,Republique Centrafricaine,Central African Republic,Kemo,Kemo,Sibut,Sibut,20000
CF,Republique Centrafricaine,Central African Republic,Lobaye,Lobaye,Mbaiki,Mbaiki,25000
CF,Republique Centrafricaine,Central African Republic,Mbomou,Mbomou,Bangassou,Bangassou,30000
CF,Republique Centrafricaine,Central African Republic,Ouham-Pende,Ouham-Pende,Bozoum,Bozoum,25000
CF,Republique Centrafricaine,Central African Republic,Sangha-Mbaere,Sangha-Mbaere,Nola,Nola,20000
CF,Republique Centrafricaine,Central African Republic,Vakaga,Vakaga,Birao,Birao,10000
TD,Tchad,Chad,Barh el Gazel,Barh el Gazel,Moussoro,Moussoro,15000
TD,Tchad,Chad,Batha,Batha,Ati,Ati,43000
TD,Tchad,Chad,Chari-Baguirmi,Chari-Baguirmi,Massenya,Massenya,20000
TD,Tchad,Chad,Ennedi Est,Ennedi Est,Am-Djarass,Am-Djarass,10000
TD,Tchad,Chad,Ennedi Ouest,Ennedi Ouest,Fada,Fada,15000
TD,Tchad,Chad,Hadjer-Lamis,Hadjer-Lamis,Massakory,Massakory,20000
TD,Tchad,Chad,Kanem,Kanem,Mao,Mao,25000
TD,Tchad,Chad,Lac,Lac,Bol,Bol,20000
TD,Tchad,Chad,Sila,Sila,Goz Beida,Goz Beida,15000
TD,Tchad,Chad,Tibesti,Tibesti,Bardai,Bardai,29000
TD,Tchad,Chad,Wadi Fira,Wadi Fira,Biltine,Biltine,15000
CG,Congo,Republic of the Congo,Cuvette,Cuvette,Owando,Owando,30000
CG,Congo,Republic of the Congo,Cuvette-Ouest,Cuvette-Ouest,Ewo,Ewo,10000
CG,Congo,Republic of the Congo,Kouilou,Kouilou,Hinda,Hinda,15000
CG,Congo,Republic of the Congo,Pool,Pool,Kinkala,Kinkala,15000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Bas-Uele,Bas-Uele,Buta,Buta,50000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Equateur,Equateur,Mbandaka,Mbandaka,700000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Haut-Lomami,Haut-Lomami,Kamina,Kamina,250000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Haut-Uele,Haut-Uele,Isiro,Isiro,200000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Ituri,Ituri,Bunia,Bunia,450000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Kwango,Kwango,Kenge,Kenge,50000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Kwilu,Kwilu,Kikwit,Kikwit,600000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Lomami,Lomami,Kabinda,Kabinda,150000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Mai-Ndombe,Mai-Ndombe,Inongo,Inongo,30000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Maniema,Maniema,Kindu,Kindu,250000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Mongala,Mongala,Lisala,Lisala,60000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Nord-Ubangi,Nord-Ubangi,Gbadolite,Gbadolite,50000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Sankuru,Sankuru,Lusambo,Lusambo,30000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Sud-Ubangi,Sud-Ubangi,Gemena,Gemena,180000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Tanganyika,Tanganyika,Kalemie,Kalemie,200000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Tshuapa,Tshuapa,Boende,Boende,30000
GQ,Guinee Equatoriale,Equatorial Guinea,Annobon,Annobon,San Antonio de Pale,San Antonio de Pale,5000
GA,Gabon,Gabon,Ngounie,Ngounie,Mouila,Mouila,35000
ST,Sao Tome-et-Principe,Sao Tome and Principe,Caue,Caue,Sao Joao dos Angolares,Sao Joao dos Angolares,5000
NG,Nigeria,Nigeria,Kogi,Kogi,Okene,Okene,180000
NG,Nigeria,Nigeria,Niger,Niger,Bida,Bida,170000
NG,Nigeria,Nigeria,Benue,Benue,Gboko,Gboko,150000
NG,Nigeria,Nigeria,Benue,Benue,Otukpo,Otukpo,180000
NG,Nigeria,Nigeria,Adamawa,Adamawa,Mubi,Mubi,150000
NG,Nigeria,Nigeria,Yobe,Yobe,Potiskum,Potiskum,200000
NG,Nigeria,Nigeria,Yobe,Yobe,Gashua,Gashua,100000
NG,Nigeria,Nigeria,Borno,Borno,Bama,Bama,80000
NG,Nigeria,Nigeria,Taraba,Taraba,Wukari,Wukari,120000
NG,Nigeria,Nigeria,Katsina,Katsina,Funtua,Funtua,150000
NG,Nigeria,Nigeria,Abia,Abia,Aba,Aba,1160000
NG,Nigeria,Nigeria,Anambra,Anambra,Nnewi,Nnewi,700000
NG,Nigeria,Nigeria,Enugu,Enugu,Nsukka,Nsukka,300000
NG,Nigeria,Nigeria,Delta,Delta,Asaba,Asaba,250000
NG,Nigeria,Nigeria,Delta,Delta,Agbor,Agbor,200000
NG,Nigeria,Nigeria,Osun,Osun,Ede,Ede,180000
NG,Nigeria,Nigeria,Osun,Osun,Ile-Ife,Ile-Ife,300000
NG,Nigeria,Nigeria,Akwa Ibom,Akwa Ibom,Ikot Ekpene,Ikot Ekpene,150000
NG,Nigeria,Nigeria,Edo,Edo,Auchi,Auchi,120000
NG,Nigeria,Nigeria,Ogun,Ogun,Ijebu Ode,Ijebu Ode,200000
NG,Nigeria,Nigeria,Rivers,Rivers,Bonny,Bonny,90000
NG,Nigeria,Nigeria,Cross River,Cross River,Ikom,Ikom,100000
NG,Nigeria,Nigeria,Sokoto,Sokoto,Wurno,Wurno,50000
NG,Nigeria,Nigeria,Kano,Kano,Wudil,Wudil,60000
GH,Ghana,Ghana,Ahafo,Ahafo,Duayaw Nkwanta,Duayaw Nkwanta,30000
GH,Ghana,Ghana,Ashanti,Ashanti,Ejisu,Ejisu,145000
GH,Ghana,Ghana,Ashanti,Ashanti,Konongo,Konongo,70000
GH,Ghana,Ghana,Bono,Bono,Berekum,Berekum,130000
GH,Ghana,Ghana,Bono,Bono,Wenchi,Wenchi,50000
GH,Ghana,Ghana,Bono East,Bono East,Kintampo,Kintampo,70000
GH,Ghana,Ghana,Northern,Northern,Yendi,Yendi,150000
GH,Ghana,Ghana,Northern,Northern,Savelugu,Savelugu,50000
GH,Ghana,Ghana,North East,North East,Walewale,Walewale,30000
GH,Ghana,Ghana,Oti,Oti,Nkwanta,Nkwanta,30000
GH,Ghana,Ghana,Savannah,Savannah,Salaga,Salaga,40000
GH,Ghana,Ghana,Greater Accra,Greater Accra,Ashaiman,Ashaiman,300000
GH,Ghana,Ghana,Greater Accra,Greater Accra,Dodowa,Dodowa,40000
GH,Ghana,Ghana,Western,Western,Axim,Axim,40000
GH,Ghana,Ghana,Eastern,Eastern,Nkawkaw,Nkawkaw,60000
GH,Ghana,Ghana,Eastern,Eastern,Suhum,Suhum,50000
GH,Ghana,Ghana,Central,Central,Winneba,Winneba,70000
GH,Ghana,Ghana,Central,Central,Kasoa,Kasoa,180000
GH,Ghana,Ghana,Volta,Volta,Hohoe,Hohoe,70000
GH,Ghana,Ghana,Upper East,Upper East,Bawku,Bawku,90000
GH,Ghana,Ghana,Upper West,Upper West,Jirapa,Jirapa,30000
GH,Ghana,Ghana,Western North,Western North,Bibiani,Bibiani,30000
ML,Mali,Mali,Sikasso,Sikasso,Bougouni,Bougouni,59000
ML,Mali,Mali,Sikasso,Sikasso,Kimparana,Kimparana,30000
ML,Mali,Mali,Sikasso,Sikasso,Kadiolo,Kadiolo,30000
ML,Mali,Mali,Segou,Segou,San,San,67000
ML,Mali,Mali,Segou,Segou,Ke-Macina,Ke-Macina,30000
ML,Mali,Mali,Segou,Segou,Tominian,Tominian,30000
ML,Mali,Mali,Koulikoro,Koulikoro,Kalaban Koro,Kalaban Koro,71000
ML,Mali,Mali,Koulikoro,Koulikoro,Mande,Mande,59000
ML,Mali,Mali,Koulikoro,Koulikoro,Ouelessebougou,Ouelessebougou,30000
ML,Mali,Mali,Mopti,Mopti,Sevare,Sevare,30000
ML,Mali,Mali,Mopti,Mopti,Bankass,Bankass,29000
ML,Mali,Mali,Kayes,Kayes,Bafoulabe,Bafoulabe,30000
ML,Mali,Mali,Tombouctou,Tombouctou,Dire,Dire,30000
ML,Mali,Mali,Gao,Gao,Bourem,Bourem,30000
ML,Mali,Mali,Gao,Gao,Ansongo,Ansongo,30000
TD,Tchad,Chad,Tandjile,Tandjile,Lai,Lai,41000
TD,Tchad,Chad,Guera,Guera,Bitkine,Bitkine,31000
TD,Tchad,Chad,Logone Oriental,Logone Oriental,Bebedja,Bebedja,33000
TD,Tchad,Chad,Batha,Batha,Oum Hadjer,Oum Hadjer,37000
TD,Tchad,Chad,Chari-Baguirmi,Chari-Baguirmi,Bousso,Bousso,30000
CI,Cote d'Ivoire,Ivory Coast,Bagoue,Bagoue,Boundiali,Boundiali,50000
CI,Cote d'Ivoire,Ivory Coast,Folon,Folon,Minignan,Minignan,43000
CI,Cote d'Ivoire,Ivory Coast,Tchologo,Tchologo,Kong,Kong,42000
CI,Cote d'Ivoire,Ivory Coast,Iffou,Iffou,Prikro,Prikro,46000
CI,Cote d'Ivoire,Ivory Coast,La Me,La Me,Alepe,Alepe,51000
CI,Cote d'Ivoire,Ivory Coast,Grands-Ponts,Grands-Ponts,Jacqueville,Jacqueville,52000
CI,Cote d'Ivoire,Ivory Coast,Nawa,Nawa,Buyo,Buyo,49000
CI,Cote d'Ivoire,Ivory Coast,Tonkpi,Tonkpi,Zouan-Hounien,Zouan-Hounien,48000
CI,Cote d'Ivoire,Ivory Coast,Marahoue,Marahoue,Zuenoula,Zuenoula,45000
CI,Cote d'Ivoire,Ivory Coast,Worodougou,Worodougou,Dianra,Dianra,41000
CM,Cameroun,Cameroon,Centre,Centre,Bafia,Bafia,69000
CM,Cameroun,Cameroon,Centre,Centre,Akonolinga,Akonolinga,17000
CM,Cameroun,Cameroon,Centre,Centre,Mbalmayo,Mbalmayo,80000
CM,Cameroun,Cameroon,Nord-Ouest,Northwest,Bafut,Bafut,72000
CM,Cameroun,Cameroon,Nord-Ouest,Northwest,Kumbo,Kumbo,54000
CM,Cameroun,Cameroon,Est,East,Batouri,Batouri,44000
CM,Cameroun,Cameroon,Sud-Ouest,Southwest,Buea,Buea,90000
CM,Cameroun,Cameroon,Sud-Ouest,Southwest,Limbe,Limbe,84000
CM,Cameroun,Cameroon,Sud-Ouest,Southwest,Mamfe,Mamfe,30000
CM,Cameroun,Cameroon,Ouest,West,Dschang,Dschang,96000
CM,Cameroun,Cameroon,Ouest,West,Foumbot,Foumbot,84000
CM,Cameroun,Cameroon,Adamaoua,Adamawa,Banyo,Banyo,41000
CM,Cameroun,Cameroon,Nord,North,Guider,Guider,85000
CM,Cameroun,Cameroon,Extreme-Nord,Far North,Kaele,Kaele,25000
CM,Cameroun,Cameroon,Sud,South,Kribi,Kribi,55000
GN,Guinee,Guinea,Nzerekore,Nzerekore,Gueckedou,Gueckedou,62000
GN,Guinee,Guinea,Faranah,Faranah,Dabola,Dabola,35000
GN,Guinee,Guinea,Labe,Labe,Mali,Mali,5000
SN,Senegal,Senegal,Ziguinchor,Ziguinchor,Bignona,Bignona,27000
SN,Senegal,Senegal,Fatick,Fatick,Joal-Fadiouth,Joal-Fadiouth,36000
SN,Senegal,Senegal,Kolda,Kolda,Velingara,Velingara,24000
GW,Guinee-Bissau,Guinea-Bissau,Oio,Oio,Nhacra,Nhacra,8000
SL,Sierra Leone,Sierra Leone,Nord,Northern,Magburaka,Magburaka,25000
SL,Sierra Leone,Sierra Leone,Sud,Southern,Moyamba,Moyamba,15000
SL,Sierra Leone,Sierra Leone,Est,Eastern,Pendembu,Pendembu,10000
BF,Burkina Faso,Burkina Faso,Hauts-Bassins,Hauts-Bassins,Orodara,Orodara,30000
BF,Burkina Faso,Burkina Faso,Centre,Centre,Saaba,Saaba,50000
BJ,Benin,Benin,Zou,Zou,Za-Kpota,Za-Kpota,25000
BJ,Benin,Benin,Borgou,Borgou,Bembereke,Bembereke,30000
TG,Togo,Togo,Plateaux,Plateaux,Notse,Notse,30000
AO,Angola,Angola,Huambo,Huambo,Bailundo,Bailundo,50000
AO,Angola,Angola,Huila,Huila,Chibia,Chibia,40000
AO,Angola,Angola,Bie,Bie,Andulo,Andulo,30000
AO,Angola,Angola,Malanje,Malanje,Cacuso,Cacuso,20000
AO,Angola,Angola,Uige,Uige,Negage,Negage,50000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Kongo Central,Kongo Central,Boma,Boma,150000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Nord-Kivu,North Kivu,Butembo,Butembo,1000000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Kasai-Oriental,Kasai-Oriental,Mwene-Ditu,Mwene-Ditu,200000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Haut-Katanga,Haut-Katanga,Kasumbalesa,Kasumbalesa,100000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Ituri,Ituri,Aru,Aru,30000
CG,Congo,Republic of the Congo,Sangha,Sangha,Souanke,Souanke,10000
CG,Congo,Republic of the Congo,Niari,Niari,Kimongo,Kimongo,10000
CF,Republique Centrafricaine,Central African Republic,Ombella-M'Poko,Ombella-M'Poko,Damara,Damara,15000
CF,Republique Centrafricaine,Central African Republic,Ouham,Ouham,Bouca,Bouca,15000
GA,Gabon,Gabon,Estuaire,Estuaire,Ntoum,Ntoum,20000
GA,Gabon,Gabon,Ngounie,Ngounie,Fougamou,Fougamou,8000
AO,Angola,Angola,Uige,Uige,Alto Cauale,Alto Cauale,104000
AO,Angola,Angola,Uige,Uige,Ambuila,Ambuila,18000
AO,Angola,Angola,Huambo,Huambo,Caala,Caala,130000
AO,Angola,Angola,Huambo,Huambo,Alto Hama,Alto Hama,17000
AO,Angola,Angola,Moxico,Moxico,Alto Zambeze,Alto Zambeze,20000
AO,Angola,Angola,Cuanza Norte,Cuanza Norte,Ambaca,Ambaca,62000
AO,Angola,Angola,Benguela,Benguela,Baia Farta,Baia Farta,45000
AO,Angola,Angola,Benguela,Benguela,Balombo,Balombo,36000
AO,Angola,Angola,Namibe,Namibe,Bibala,Bibala,10500
AO,Angola,Angola,Lunda Sul,Lunda Sul,Cacolo,Cacolo,32000
AO,Angola,Angola,Cabinda,Cabinda,Buco-Zau,Buco-Zau,13000
AO,Angola,Angola,Cuanza Sul,Cuanza Sul,Mussende,Mussende,83000
AO,Angola,Angola,Malanje,Malanje,Cambundi-Catembo,Cambundi-Catembo,46000
AO,Angola,Angola,Bie,Bie,Cunhinga,Cunhinga,74000
CF,Republique Centrafricaine,Central African Republic,Lobaye,Lobaye,Boda,Boda,30000
CF,Republique Centrafricaine,Central African Republic,Ouaka,Ouaka,Ippy,Ippy,20000
CF,Republique Centrafricaine,Central African Republic,Nana-Mambere,Nana-Mambere,Baoro,Baoro,20000
CF,Republique Centrafricaine,Central African Republic,Basse-Kotto,Basse-Kotto,Kembe,Kembe,15000
LR,Liberia,Liberia,Nimba,Nimba,Sanniquellie,Sanniquellie,20000
LR,Liberia,Liberia,Montserrado,Montserrado,Paynesville,Paynesville,400000
LR,Liberia,Liberia,Lofa,Lofa,Foya,Foya,25000
LR,Liberia,Liberia,Margibi,Margibi,Harbel,Harbel,30000
LR,Liberia,Liberia,Grand Bassa,Grand Bassa,Edina,Edina,10000
LR,Liberia,Liberia,Maryland,Maryland,Pleebo,Pleebo,20000
SN,Senegal,Senegal,Thies,Thies,Tivaouane,Tivaouane,39000
SN,Senegal,Senegal,Louga,Louga,Dahra,Dahra,30000
SN,Senegal,Senegal,Tambacounda,Tambacounda,Bakel,Bakel,15000
SN,Senegal,Senegal,Kaolack,Kaolack,Guinguineo,Guinguineo,15000
BF,Burkina Faso,Burkina Faso,Boucle du Mouhoun,Boucle du Mouhoun,Nouna,Nouna,30000
BF,Burkina Faso,Burkina Faso,Sahel,Sahel,Djibo,Djibo,40000
BF,Burkina Faso,Burkina Faso,Centre-Est,Centre-Est,Koupela,Koupela,30000
BF,Burkina Faso,Burkina Faso,Est,East,Diapaga,Diapaga,20000
BJ,Benin,Benin,Oueme,Oueme,Adjohoun,Adjohoun,20000
BJ,Benin,Benin,Mono,Mono,Athieme,Athieme,15000
BJ,Benin,Benin,Atacora,Atacora,Tanguieta,Tanguieta,20000
BJ,Benin,Benin,Collines,Collines,Save,Save,30000
NE,Niger,Niger,Tillaberi,Tillaberi,Say,Say,20000
NE,Niger,Niger,Dosso,Dosso,Dogondoutchi,Dogondoutchi,30000
NE,Niger,Niger,Diffa,Diffa,N'Guigmi,N'Guigmi,20000
GM,Gambie,Gambia,North Bank,North Bank,Kerewan,Kerewan,10000
GM,Gambie,Gambia,Upper River,Upper River,Fatoto,Fatoto,8000
GW,Guinee-Bissau,Guinea-Bissau,Gabu,Gabu,Pirada,Pirada,10000
GW,Guinee-Bissau,Guinea-Bissau,Tombali,Tombali,Cacine,Cacine,5000
CV,Cap-Vert,Cabo Verde,Santo Antao,Santo Antao,Ribeira Grande,Ribeira Grande,8000
CV,Cap-Vert,Cabo Verde,Fogo,Fogo,Mosteiros,Mosteiros,7000
CG,Congo,Republic of the Congo,Bouenza,Bouenza,Mouyondzi,Mouyondzi,20000
CG,Congo,Republic of the Congo,Plateaux,Plateaux,Ngo,Ngo,10000
CG,Congo,Republic of the Congo,Likouala,Likouala,Dongou,Dongou,15000
GA,Gabon,Gabon,Woleu-Ntem,Woleu-Ntem,Bitam,Bitam,30000
GA,Gabon,Gabon,Ogooue-Maritime,Ogooue-Maritime,Gamba,Gamba,10000
GQ,Guinee Equatoriale,Equatorial Guinea,Wele-Nzas,Wele-Nzas,Anisoc,Anisoc,10000
GN,Guinee,Guinea,Kindia,Kindia,Coyah,Coyah,50000
GN,Guinee,Guinea,Kankan,Kankan,Kerouane,Kerouane,30000
NG,Nigeria,Nigeria,Bayelsa,Bayelsa,Brass,Brass,30000
NG,Nigeria,Nigeria,Imo,Imo,Orlu,Orlu,150000
NG,Nigeria,Nigeria,Kwara,Kwara,Offa,Offa,120000
NG,Nigeria,Nigeria,Plateau,Plateau,Bukuru,Bukuru,100000
GH,Ghana,Ghana,North East,North East,Chereponi,Chereponi,15000
GH,Ghana,Ghana,Savannah,Savannah,Bole,Bole,20000
GH,Ghana,Ghana,Western North,Western North,Enchi,Enchi,20000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Equateur,Equateur,Basankusu,Basankusu,27000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Tshopo,Tshopo,Yangambi,Yangambi,15000
CD,Republique Democratique du Congo,Democratic Republic of the Congo,Kasai-Central,Kasai-Central,Luiza,Luiza,50000
TD,Tchad,Chad,Mayo-Kebbi Est,Mayo-Kebbi East,Fianga,Fianga,25000
TD,Tchad,Chad,Ouaddai,Ouaddai,Adre,Adre,25000
